loan_amnt,loan_term_year,grade,int_rate,purpose,annual_inc,emp_length,verification_status,home_ownership,addr_state,dti,total_acc,total_pymnt,recoveries,collection_recovery_fee,loan_status,repaid,annual_return
35000,5,E,20.3,debt_consolidation,85000.0,5 years,Verified,RENT,NJ,20.16,24.0,36105.4199627223,0.0,0.0,Fully Paid,1,0.30305641192264376
13000,3,B,9.91,debt_consolidation,110000.0,6 years,Not Verified,RENT,CA,8.38,14.0,14960.0631554046,0.0,0.0,Fully Paid,1,0.1577286233125903
18000,3,B,9.91,debt_consolidation,110000.0,5 years,Verified,RENT,FL,10.0,22.0,19207.3625624639,0.0,0.0,Fully Paid,1,0.10201745791018046
9000,5,E,19.91,credit_card,60000.0,3 years,Verified,RENT,CA,22.56,30.0,5236.0,8.36,0.0,Charged Off,0,-0.39186336636563024
25000,5,E,18.64,debt_consolidation,61500.0,10+ years,Verified,RENT,NY,12.6,25.0,26611.67,853.97,153.7146,Charged Off,0,0.08556701849459336
10000,3,B,11.71,other,33000.0,3 years,Not Verified,RENT,NY,8.69,9.0,11841.2928734401,0.0,0.0,Fully Paid,1,0.18140685573856952
4200,3,A,6.03,credit_card,61000.0,3 years,Not Verified,RENT,NJ,8.92,16.0,4601.8499292794,0.0,0.0,Fully Paid,1,0.1164759791764931
20000,5,C,15.27,debt_consolidation,78216.0,10+ years,Verified,OWN,CA,10.79,21.0,5799.88,1026.98,9.89,Charged Off,0,-0.880824644288681
20000,5,C,14.65,credit_card,56000.0,2 years,Verified,MORTGAGE,CA,12.15,15.0,28327.708872337796,0.0,0.0,Fully Paid,1,0.23516244332407643
12000,3,B,12.42,credit_card,50700.0,5 years,Source Verified,RENT,NJ,22.49,18.0,14435.3499924567,0.0,0.0,Fully Paid,1,0.19371531463594382
18000,5,E,19.03,credit_card,90000.0,3 years,Source Verified,RENT,NY,11.32,16.0,28033.5128385226,0.0,0.0,Fully Paid,1,0.29623256255796315
10000,3,C,13.49,debt_consolidation,84000.0,3 years,Verified,RENT,CA,13.87,10.0,12159.1826689215,0.0,0.0,Fully Paid,1,0.2042840976888407
20000,5,B,10.65,debt_consolidation,175000.0,2 years,Verified,MORTGAGE,TX,5.23,39.0,17437.8174401861,0.0,0.0,Fully Paid,1,0.18205982899521977
6300,3,B,11.71,credit_card,30000.0,2 years,Not Verified,RENT,NY,7.2,11.0,7501.630001681303,0.0,0.0,Fully Paid,1,0.18488673075462136
20000,5,D,16.77,credit_card,50000.0,7 years,Verified,RENT,IL,22.82,22.0,29674.6068553842,0.0,0.0,Fully Paid,1,0.2643290266454821
8250,5,C,15.96,home_improvement,35004.0,2 years,Verified,MORTGAGE,NY,15.6,21.0,10439.2984882142,0.0,0.0,Fully Paid,1,0.18714824903410188
10000,3,B,11.71,credit_card,32000.0,5 years,Not Verified,RENT,FL,21.83,23.0,1962.02,311.27,3.27,Charged Off,0,-0.9961106639064209
24000,3,A,8.9,car,116400.0,10+ years,Verified,MORTGAGE,FL,3.94,31.0,8653.519999999999,1036.12,10.25,Charged Off,0,-0.842082372768759
14400,3,B,12.69,debt_consolidation,40000.0,9 years,Not Verified,MORTGAGE,IL,20.16,13.0,17389.609996116098,0.0,0.0,Fully Paid,1,0.19709093405568012
22000,3,C,15.96,debt_consolidation,73000.0,5 years,Verified,MORTGAGE,IL,22.47,32.0,27828.6399533772,0.0,0.0,Fully Paid,1,0.23870049530936632
10000,3,B,10.65,debt_consolidation,90000.0,10+ years,Not Verified,MORTGAGE,NY,11.16,22.0,11726.3199999991,0.0,0.0,Fully Paid,1,0.17181830036137447
3500,3,C,13.49,debt_consolidation,56000.0,7 years,Not Verified,RENT,FL,10.35,37.0,3615.368377687,0.0,0.0,Fully Paid,1,0.07598503263153367
9875,3,A,7.9,debt_consolidation,40000.0,10+ years,Source Verified,MORTGAGE,NY,24.03,16.0,11123.650001497,0.0,0.0,Fully Paid,1,0.138564821325611
4800,3,A,7.9,debt_consolidation,48000.0,6 years,Source Verified,RENT,FL,13.0,13.0,5080.2841972268,0.0,0.0,Fully Paid,1,0.09228212076021247
20000,3,C,14.27,credit_card,70000.0,10+ years,Verified,MORTGAGE,TX,6.21,14.0,24002.3410615136,0.0,0.0,Fully Paid,1,0.19556075211545898
5000,3,A,6.03,other,30000.0,9 years,Not Verified,MORTGAGE,CA,16.48,16.0,5451.3170565931,0.0,0.0,Fully Paid,1,0.11337772939235569
9000,3,C,14.65,debt_consolidation,45000.0,4 years,Source Verified,RENT,NY,17.01,51.0,10752.0664832458,0.0,0.0,Fully Paid,1,0.1939495969442886
7200,3,A,7.9,debt_consolidation,55000.0,1 year,Not Verified,RENT,FL,11.98,14.0,8110.4399979067,0.0,0.0,Fully Paid,1,0.14167924025125167
3000,5,E,19.03,other,53004.0,3 years,Source Verified,RENT,FL,10.73,12.0,4549.2499956347,17.21,3.0978,Charged Off,0,0.28537920108462234
25000,5,E,19.42,credit_card,60000.0,10+ years,Verified,RENT,CA,20.04,24.0,29415.85,6536.06,1172.7,Charged Off,0,0.11143812067656356
25000,3,C,15.27,debt_consolidation,82000.0,8 years,Verified,OWN,CA,18.5,23.0,28098.040975036,0.0,0.0,Fully Paid,1,0.14786866391615794
10000,3,C,15.96,debt_consolidation,53000.0,10+ years,Verified,RENT,CA,13.09,19.0,12649.3600000004,0.0,0.0,Fully Paid,1,0.2386994201044994
15550,3,B,11.71,debt_consolidation,54000.0,10+ years,Verified,RENT,FL,23.36,16.0,18515.8699857658,0.0,0.0,Fully Paid,1,0.18488477310185147
17000,5,C,15.27,debt_consolidation,65000.0,8 years,Not Verified,RENT,NJ,16.84,16.0,24441.776827064303,0.0,0.0,Fully Paid,1,0.24647989464497488
7500,3,B,12.69,credit_card,65000.0,5 years,Not Verified,RENT,CA,4.41,22.0,9057.0799961081,0.0,0.0,Fully Paid,1,0.19709034495801903
8875,3,A,8.9,debt_consolidation,28800.0,6 years,Not Verified,OWN,CA,24.29,23.0,10145.1499272255,0.0,0.0,Fully Paid,1,0.15055219506278417
5800,3,B,12.42,debt_consolidation,36000.0,3 years,Not Verified,RENT,TX,21.67,20.0,6977.0999989437,0.0,0.0,Fully Paid,1,0.19371658295669558
10000,3,B,11.71,debt_consolidation,40000.0,2 years,Not Verified,RENT,NJ,22.26,17.0,11819.55602952,0.0,0.0,Fully Paid,1,0.18025514981673152
14000,3,B,11.71,credit_card,52000.0,1 year,Not Verified,RENT,CA,12.97,8.0,15611.6648116096,0.0,0.0,Fully Paid,1,0.136084331015061
24000,3,A,7.9,debt_consolidation,75000.0,6 years,Verified,OWN,FL,10.58,22.0,27034.770008502797,0.0,0.0,Fully Paid,1,0.13856658485050932
14000,3,C,14.27,credit_card,80000.0,< 1 year,Not Verified,RENT,NY,3.3,14.0,17235.869355636998,0.0,0.0,Fully Paid,1,0.21500563559667096
15000,5,B,12.69,debt_consolidation,30000.0,3 years,Verified,OWN,NJ,24.76,17.0,9543.84,1434.48,14.0952,Charged Off,0,-0.28753753384767355
5600,3,B,10.65,debt_consolidation,60000.0,6 years,Not Verified,RENT,CA,16.36,25.0,6566.699998359315,0.0,0.0,Fully Paid,1,0.17181457140116496
7500,3,B,9.91,credit_card,31200.0,3 years,Not Verified,RENT,CA,12.35,18.0,8551.156267889,0.0,0.0,Fully Paid,1,0.15189418750938577
35000,5,B,12.42,home_improvement,105000.0,9 years,Verified,MORTGAGE,TX,16.53,38.0,34446.3820113638,0.0,0.0,Fully Paid,1,0.1706738681141855
9800,3,D,16.29,credit_card,67000.0,4 years,Not Verified,RENT,CA,21.01,18.0,12161.905553296,0.0,0.0,Fully Paid,1,0.22808492535378466
15700,5,D,18.25,debt_consolidation,63000.0,10+ years,Source Verified,MORTGAGE,FL,17.43,16.0,23722.740018456298,0.0,0.0,Fully Paid,1,0.2810760033093489
5000,3,A,6.62,debt_consolidation,276000.0,1 year,Source Verified,RENT,FL,1.82,18.0,5526.6600000010985,0.0,0.0,Fully Paid,1,0.12646432305873345
4000,3,B,11.71,home_improvement,24000.0,10+ years,Source Verified,RENT,FL,7.5,6.0,4186.0230303657,0.0,0.0,Fully Paid,1,0.08559273676557888
15000,3,B,11.71,debt_consolidation,68400.0,3 years,Source Verified,MORTGAGE,FL,5.7,9.0,17861.0300057206,0.0,0.0,Fully Paid,1,0.18815397681606227
12000,3,C,15.27,debt_consolidation,54000.0,4 years,Not Verified,MORTGAGE,NJ,17.07,34.0,15032.5399881757,0.0,0.0,Fully Paid,1,0.22980501970426137
15000,3,C,14.65,credit_card,100500.0,10+ years,Source Verified,MORTGAGE,NJ,14.56,14.0,16917.7750935191,0.0,0.0,Fully Paid,1,0.14856855679926673
10200,3,C,14.27,debt_consolidation,40000.0,3 years,Not Verified,RENT,CA,16.53,10.0,12187.973283983,0.0,0.0,Fully Paid,1,0.19273986473126725
9000,3,B,12.42,credit_card,47000.0,5 years,Not Verified,MORTGAGE,FL,19.1,17.0,10826.5300051096,0.0,0.0,Fully Paid,1,0.19371632475562528
6500,3,D,16.29,debt_consolidation,68000.0,3 years,Not Verified,MORTGAGE,FL,21.85,17.0,8197.1230259762,0.0,0.0,Fully Paid,1,0.23818050837227034
2000,3,A,7.9,credit_card,39600.0,4 years,Not Verified,RENT,CA,5.09,13.0,2252.8600000001,0.0,0.0,Fully Paid,1,0.13855618830162397
8000,3,C,13.49,debt_consolidation,30000.0,3 years,Verified,OWN,CA,14.48,21.0,9771.9199999982,0.0,0.0,Fully Paid,1,0.20714224461484276
20000,5,C,14.65,debt_consolidation,75000.0,10+ years,Verified,RENT,CA,16.51,16.0,3615.929999999998,3.41,0.0,Charged Off,0,-0.9566422757688577
9600,3,C,13.49,debt_consolidation,27000.0,3 years,Source Verified,MORTGAGE,NY,10.22,27.0,11411.6154814762,0.0,0.0,Fully Paid,1,0.19003105913214324
9000,3,A,6.62,debt_consolidation,45000.0,3 years,Not Verified,MORTGAGE,CA,22.05,17.0,9932.8847249279,0.0,0.0,Fully Paid,1,0.12245212048136733
10000,3,A,7.9,credit_card,72500.0,2 years,Verified,RENT,NY,27.92,23.0,11264.4600000008,0.0,0.0,Fully Paid,1,0.13856505987300816
1000,3,C,14.65,major_purchase,18408.0,10+ years,Not Verified,RENT,NJ,6.0,8.0,91.39,56.97,10.2402,Charged Off,0,-0.9999999999999999
14000,3,A,7.9,debt_consolidation,30000.0,2 years,Source Verified,RENT,TX,15.2,28.0,15298.5528777998,0.0,0.0,Fully Paid,1,0.11628565910195388
15000,5,E,19.03,debt_consolidation,75000.0,9 years,Source Verified,RENT,FL,2.82,12.0,22607.3400228192,0.0,0.0,Fully Paid,1,0.28373920738918956
4500,3,C,15.96,other,65000.0,5 years,Not Verified,MORTGAGE,NY,14.66,34.0,5582.6619896327,0.0,0.0,Fully Paid,1,0.22651451375151077
3000,3,A,7.51,major_purchase,65000.0,10+ years,Not Verified,MORTGAGE,TX,27.91,19.0,3359.9399996404,0.0,0.0,Fully Paid,1,0.13392006079648988
10000,3,B,9.91,home_improvement,120000.0,4 years,Source Verified,MORTGAGE,NJ,7.98,35.0,11600.980000001298,0.0,0.0,Fully Paid,1,0.16278101797564526
33425,5,C,13.49,debt_consolidation,75000.0,2 years,Source Verified,MORTGAGE,NY,25.71,43.0,19893.95,10.66,0.0,Charged Off,0,0.026068364125879873
7200,3,C,15.27,debt_consolidation,54990.0,4 years,Verified,RENT,TX,20.95,24.0,8954.7781706034,0.0,0.0,Fully Paid,1,0.22530057290014982
23000,3,A,7.9,debt_consolidation,137000.0,2 years,Source Verified,MORTGAGE,TX,8.13,37.0,23980.721342815497,0.0,0.0,Fully Paid,1,0.08222445104012532
20000,5,D,16.77,debt_consolidation,60000.0,10+ years,Verified,RENT,CA,9.46,30.0,18799.72,1525.73,268.0326,Charged Off,0,-0.00834672414282589
6000,5,D,17.58,debt_consolidation,30120.0,3 years,Not Verified,RENT,NY,15.54,11.0,9026.8600084889,0.0,0.0,Fully Paid,1,0.274588975398083
13000,3,B,9.91,credit_card,65000.0,10+ years,Verified,RENT,CA,8.82,18.0,14822.165552651,0.0,0.0,Fully Paid,1,0.1519010572407553
18000,3,A,6.62,debt_consolidation,78000.0,2 years,Not Verified,MORTGAGE,TX,6.35,13.0,19895.9600037849,0.0,0.0,Fully Paid,1,0.12340083544232971
8125,3,A,7.9,debt_consolidation,25000.0,< 1 year,Not Verified,RENT,IL,24.34,21.0,9152.3700029744,0.0,0.0,Fully Paid,1,0.13856480416804895
18800,3,A,7.51,debt_consolidation,82000.0,3 years,Verified,MORTGAGE,CA,13.76,24.0,21055.7699972901,0.0,0.0,Fully Paid,1,0.13392439137820333
26800,3,E,19.03,credit_card,82000.0,10+ years,Source Verified,MORTGAGE,CA,21.59,31.0,31286.010446111,0.0,0.0,Fully Paid,1,0.18271266367682992
12875,5,D,17.58,debt_consolidation,27600.0,3 years,Verified,RENT,CA,18.7,7.0,11224.5939118615,0.0,0.0,Fully Paid,1,0.21378800544068155
4000,3,D,16.29,debt_consolidation,35000.0,4 years,Not Verified,RENT,CA,9.22,13.0,5055.3269112623,0.0,0.0,Fully Paid,1,0.23953691013876233
12000,3,B,9.91,credit_card,33000.0,10+ years,Not Verified,OWN,CA,18.8,10.0,13874.1811620787,0.0,0.0,Fully Paid,1,0.160666729956652
11300,3,B,12.69,credit_card,36000.0,7 years,Not Verified,MORTGAGE,FL,16.33,22.0,12791.3976686583,0.0,0.0,Fully Paid,1,0.14883530048840887
4000,3,B,9.91,debt_consolidation,130000.0,10+ years,Source Verified,MORTGAGE,CA,10.05,22.0,4635.5600000005,0.0,0.0,Fully Paid,1,0.16213004276778364
4375,3,B,12.42,debt_consolidation,15000.0,2 years,Verified,OWN,CA,13.92,5.0,5262.8499990209,0.0,0.0,Fully Paid,1,0.19371080297492171
3000,3,B,10.65,other,86004.0,10+ years,Not Verified,MORTGAGE,NJ,13.37,35.0,2241.56,194.27,1.8944000011,Charged Off,0,-0.22597524895079169
5400,3,B,12.69,car,75000.0,10+ years,Not Verified,MORTGAGE,TX,8.8,33.0,6276.6369329309,0.0,0.0,Fully Paid,1,0.16955137683204335
15000,3,D,16.29,small_business,110000.0,1 year,Verified,RENT,TX,21.99,24.0,1874.13,815.79,146.7198,Charged Off,0,-0.9999999420830716
10400,3,B,12.69,credit_card,44000.0,4 years,Source Verified,RENT,CA,19.91,21.0,12559.160013602,0.0,0.0,Fully Paid,1,0.1970907967457045
10000,3,A,6.62,home_improvement,75000.0,4 years,Verified,RENT,FL,24.85,40.0,10744.7413450485,0.0,0.0,Fully Paid,1,0.10249286442253869
3600,3,A,8.9,debt_consolidation,55000.0,10+ years,Not Verified,RENT,NY,5.48,18.0,3977.3315513985,0.0,0.0,Fully Paid,1,0.12583411979043735
18500,5,B,11.71,major_purchase,100000.0,2 years,Verified,RENT,CA,0.72,10.0,16367.249009038798,0.0,0.0,Fully Paid,1,0.16303474457899014
15000,3,D,18.25,debt_consolidation,66000.0,10+ years,Not Verified,MORTGAGE,CA,8.49,28.0,17729.2895494466,0.0,0.0,Fully Paid,1,0.19239790888753627
8000,3,B,11.71,major_purchase,85000.0,8 years,Source Verified,RENT,NJ,10.22,29.0,8371.9632212873,0.0,0.0,Fully Paid,1,0.08558564865469553
25000,5,D,16.77,debt_consolidation,83004.0,1 year,Verified,RENT,CA,13.66,19.0,19647.968595593506,0.0,0.0,Fully Paid,1,0.10734388297313258
8000,3,B,10.65,debt_consolidation,55000.0,2 years,Source Verified,RENT,CA,11.56,10.0,8925.982940985501,0.0,0.0,Fully Paid,1,0.13684910933090877
12000,3,A,7.51,debt_consolidation,86000.0,4 years,Source Verified,RENT,CA,13.3,25.0,13099.51001065,0.0,0.0,Fully Paid,1,0.11777673842165859
2200,3,C,15.27,debt_consolidation,48000.0,10+ years,Not Verified,OWN,TX,5.47,7.0,2294.0,1758.08,317.104599999,Charged Off,0,-0.1640529854510332
20000,5,B,12.69,other,49000.0,10+ years,Verified,RENT,NY,17.78,26.0,27113.4943111777,0.0,0.0,Fully Paid,1,0.20883328049833438
25000,5,E,19.42,credit_card,105000.0,10+ years,Verified,RENT,NY,21.13,42.0,36098.36,129.51,20.0358,Charged Off,0,0.2618763018961223
8000,5,A,8.9,debt_consolidation,51204.0,1 year,Not Verified,RENT,NY,25.12,40.0,4639.04,0.0,0.0,Charged Off,0,-0.3186854577244833
14400,3,C,15.27,debt_consolidation,42996.0,2 years,Not Verified,RENT,NY,0.98,3.0,14762.6105905304,0.0,0.0,Fully Paid,1,0.06983268256744646
20000,5,E,19.03,credit_card,60000.0,5 years,Verified,RENT,CA,18.06,28.0,19738.8248996482,0.0,0.0,Fully Paid,1,0.2611841530440231
14050,3,A,8.9,major_purchase,120000.0,3 years,Verified,MORTGAGE,NY,2.21,13.0,15811.6916328027,0.0,0.0,Fully Paid,1,0.1407436701035676
35000,5,E,20.3,debt_consolidation,85000.0,3 years,Verified,OWN,FL,16.39,40.0,3099.4,5.9,0.0,Charged Off,0,-0.9995000141714598
10525,3,A,7.9,debt_consolidation,49668.0,4 years,Source Verified,RENT,CA,7.27,9.0,11650.6964900499,0.0,0.0,Fully Paid,1,0.1276049684668381
7200,3,C,15.96,debt_consolidation,30000.0,2 years,Source Verified,RENT,NJ,5.2,7.0,9107.5799967574,0.0,0.0,Fully Paid,1,0.23870221513767276
12000,3,B,11.71,credit_card,100000.0,5 years,Not Verified,MORTGAGE,IL,6.58,11.0,14288.7699935899,0.0,0.0,Fully Paid,1,0.18488458636588678
9500,3,D,16.29,debt_consolidation,54011.0,10+ years,Source Verified,RENT,CA,18.51,40.0,10658.9023718494,0.0,0.0,Fully Paid,1,0.1460518854477113
19775,3,B,12.42,debt_consolidation,49110.0,2 years,Verified,RENT,CA,17.57,15.0,22696.10103453687,0.0,0.0,Fully Paid,1,0.1604599197626293
16000,3,B,10.65,debt_consolidation,55000.0,9 years,Verified,MORTGAGE,CA,13.33,19.0,18762.1300000002,0.0,0.0,Fully Paid,1,0.1718188996302923
4150,3,B,10.65,debt_consolidation,100000.0,4 years,Not Verified,RENT,CA,1.99,8.0,4833.7174089662,0.0,0.0,Fully Paid,1,0.16759814970574882
24000,3,D,16.77,credit_card,70000.0,6 years,Verified,RENT,CA,12.57,13.0,30705.0600321884,0.0,0.0,Fully Paid,1,0.24922193513321678
21250,3,B,12.42,other,37000.0,5 years,Verified,RENT,NJ,14.27,21.0,8880.24,43.72,0.0,Charged Off,0,-0.7486538711259332
25000,5,D,18.25,debt_consolidation,75000.0,< 1 year,Verified,MORTGAGE,CA,10.58,29.0,32075.954313812403,0.0,0.0,Fully Paid,1,0.20020597625756165
15000,3,B,11.71,debt_consolidation,60000.0,< 1 year,Not Verified,RENT,NY,8.86,15.0,17604.813320555702,0.0,0.0,Fully Paid,1,0.17582606958351032
20000,5,C,13.49,credit_card,68000.0,3 years,Verified,RENT,FL,9.09,19.0,27154.14,0.0,0.0,Fully Paid,1,0.21435155203462664
3600,3,C,15.96,moving,40000.0,3 years,Source Verified,RENT,NY,12.78,6.0,4553.7361073236,0.0,0.0,Fully Paid,1,0.23869483081987286
6000,5,E,19.03,debt_consolidation,31000.0,5 years,Verified,OWN,CA,20.13,14.0,8951.1900094447,0.0,0.0,Fully Paid,1,0.2778681064216959
15000,3,C,15.27,debt_consolidation,60000.0,10+ years,Verified,RENT,NY,10.72,18.0,6380.91,655.74,6.26,Charged Off,0,-0.7636142917358757
12000,5,D,18.25,credit_card,43000.0,3 years,Verified,RENT,CA,15.24,14.0,17523.119966306,0.0,0.0,Fully Paid,1,0.2652106434054369
4000,3,B,12.69,home_improvement,30000.0,6 years,Not Verified,RENT,FL,17.6,20.0,2157.3,148.8,1.49,Charged Off,0,-0.5485699144531758
13000,3,B,10.65,debt_consolidation,50000.0,10+ years,Not Verified,MORTGAGE,FL,20.11,15.0,15244.2199919193,0.0,0.0,Fully Paid,1,0.17181846393298694
5000,3,C,15.96,credit_card,98000.0,7 years,Source Verified,OWN,CA,19.63,14.0,6016.294917240802,0.0,0.0,Fully Paid,1,0.20336037834776355
8000,3,A,7.9,debt_consolidation,32400.0,10+ years,Not Verified,RENT,CA,7.56,15.0,8977.5605046956,0.0,0.0,Fully Paid,1,0.13620093049087112
20000,5,B,9.91,debt_consolidation,114996.0,10+ years,Verified,MORTGAGE,NY,11.19,20.0,23342.2892504533,0.0,0.0,Fully Paid,1,0.13397139282439907
13000,5,G,23.52,debt_consolidation,61000.0,10+ years,Source Verified,RENT,NY,11.65,14.0,22244.886149628797,0.0,0.0,Fully Paid,1,0.3654219697675334
24000,5,D,17.58,debt_consolidation,68809.0,5 years,Verified,RENT,FL,21.29,20.0,4408.9,791.86,8.02,Charged Off,0,-0.9910415409433221
11200,3,B,12.42,car,75000.0,3 years,Not Verified,RENT,CA,22.88,13.0,4230.94,494.14,4.72,Charged Off,0,-0.829929750600797
7000,3,B,10.65,other,52000.0,3 years,Not Verified,RENT,NY,18.16,13.0,8208.4100006029,0.0,0.0,Fully Paid,1,0.17181723503820634
8000,3,A,6.03,house,57600.0,6 years,Source Verified,RENT,CA,11.52,12.0,8765.414061939198,0.0,0.0,Fully Paid,1,0.11647495524168461
22500,5,D,16.77,credit_card,48500.0,4 years,Verified,RENT,CA,10.91,12.0,31414.3799786061,0.0,0.0,Fully Paid,1,0.23750549877263527
22000,3,C,14.65,debt_consolidation,58000.0,< 1 year,Verified,RENT,IL,12.1,28.0,26362.7933263268,0.0,0.0,Fully Paid,1,0.19592295754389588
5000,3,A,8.9,other,70000.0,10+ years,Source Verified,MORTGAGE,CA,16.17,32.0,5652.8409231332,0.0,0.0,Fully Paid,1,0.14363559487658661
5000,3,B,11.71,car,35000.0,4 years,Not Verified,RENT,CA,4.01,3.0,5728.171105736001,0.0,0.0,Fully Paid,1,0.15712207965834435
12000,3,C,14.27,credit_card,28000.0,2 years,Source Verified,RENT,CA,8.49,10.0,5432.27,500.15,4.87,Charged Off,0,-0.7108685080286221
28000,3,A,7.9,home_improvement,118000.0,4 years,Verified,MORTGAGE,IL,5.29,23.0,9961.52,1201.92,11.94,Charged Off,0,-0.8453759977406188
5000,3,B,12.42,wedding,40000.0,< 1 year,Not Verified,RENT,FL,22.59,26.0,6014.729999999799,0.0,0.0,Fully Paid,1,0.1937154014908251
8400,3,A,6.62,debt_consolidation,25000.0,2 years,Source Verified,RENT,CA,11.86,19.0,9284.7500023053,0.0,0.0,Fully Paid,1,0.1233987281412714
7000,3,B,10.65,debt_consolidation,36000.0,10+ years,Verified,MORTGAGE,CA,24.0,23.0,8100.9692877415,0.0,0.0,Fully Paid,1,0.16355639442918402
18550,5,E,19.42,debt_consolidation,45000.0,2 years,Verified,RENT,IL,21.68,19.0,18185.7999927607,0.0,0.0,Fully Paid,1,0.30134277109847396
12000,5,C,14.65,debt_consolidation,65000.0,3 years,Not Verified,RENT,NY,14.44,21.0,13597.2226222486,0.0,0.0,Fully Paid,1,0.23516068621453057
8575,3,D,17.58,debt_consolidation,32000.0,10+ years,Verified,MORTGAGE,FL,22.54,5.0,4646.17,340.19,3.35,Charged Off,0,-0.5698472120948572
8000,3,B,11.71,credit_card,70000.0,10+ years,Not Verified,RENT,CA,20.21,22.0,9524.2499999989,0.0,0.0,Fully Paid,1,0.18477988263681944
25000,3,B,11.71,debt_consolidation,76896.0,8 years,Verified,MORTGAGE,FL,13.9,33.0,29603.232183606106,0.0,0.0,Fully Paid,1,0.18140685573868742
2000,3,B,9.91,other,24000.0,10+ years,Not Verified,RENT,IL,13.5,10.0,2320.2000000001003,0.0,0.0,Fully Paid,1,0.16597408755604803
16800,3,C,14.65,credit_card,60000.0,2 years,Verified,RENT,TX,14.52,14.0,20862.0099849606,0.0,0.0,Fully Paid,1,0.221865784729687
8000,3,A,8.9,credit_card,120000.0,3 years,Not Verified,MORTGAGE,CA,10.52,15.0,8300.6775450462,0.0,0.0,Fully Paid,1,0.07760951094724233
18000,3,D,16.29,debt_consolidation,140000.0,10+ years,Verified,OWN,TX,21.8,35.0,22874.6100107166,0.0,0.0,Fully Paid,1,0.24297769237283284
10000,3,B,12.69,debt_consolidation,36000.0,6 years,Verified,OWN,CA,15.9,10.0,9758.77,390.09,3.6617,Charged Off,0,0.021541739652039427
10000,3,D,16.29,credit_card,51360.0,4 years,Source Verified,RENT,NY,16.61,9.0,12708.0800000011,0.0,0.0,Fully Paid,1,0.24297589196299296
25000,3,B,9.91,vacation,163000.0,4 years,Verified,RENT,CA,4.4,10.0,26319.6352575988,0.0,0.0,Fully Paid,1,0.0895572722546345
3000,3,D,16.29,other,65000.0,4 years,Not Verified,MORTGAGE,FL,15.16,18.0,2706.67,167.12,1.6481000002,Charged Off,0,-0.05524616449636699
7700,3,D,16.77,other,29772.0,3 years,Source Verified,RENT,TX,18.58,11.0,4913.02,272.19,2.74,Charged Off,0,-0.40337233227749647
2400,3,C,13.49,other,12996.0,< 1 year,Source Verified,OWN,TX,4.71,13.0,2931.5400004778003,0.0,0.0,Fully Paid,1,0.20713457678630443
5000,3,B,10.65,credit_card,44475.0,1 year,Not Verified,OWN,CA,17.11,14.0,5482.0545319205,0.0,0.0,Fully Paid,1,0.12203106800810648
14000,3,D,17.58,debt_consolidation,88000.0,10+ years,Verified,MORTGAGE,TX,7.73,24.0,16307.633134041502,0.0,0.0,Fully Paid,1,0.1799470008727142
24500,5,F,20.89,credit_card,85000.0,4 years,Verified,RENT,NJ,9.09,8.0,3998.52,1356.72,13.25,Charged Off,0,-0.9990514597118748
1800,3,B,12.42,other,117000.0,7 years,Not Verified,RENT,CA,15.86,34.0,1994.2755894489,0.0,0.0,Fully Paid,1,0.1336085683581696
22200,3,E,19.42,debt_consolidation,160000.0,2 years,Source Verified,RENT,CA,13.33,25.0,9177.26,994.46,9.81,Charged Off,0,-0.8034221315264154
21400,5,E,19.42,credit_card,80000.0,3 years,Verified,RENT,FL,19.66,44.0,28127.2144408093,0.0,0.0,Fully Paid,1,0.21667966934910865
8000,3,B,12.69,car,48000.0,5 years,Not Verified,RENT,CA,15.33,15.0,9660.909999999902,0.0,0.0,Fully Paid,1,0.197091939749648
